"D_or_L","Origin_Warehouse","Destination","Carrier","ShipWeekday","Shipment_Date","Delivery_Date","Transit_Days","Distance_miles","Weight_kg","Cost"
"0","Warehouse_DEN","Los Angeles","OnTrac","Sunday",2023-04-02,2023-04-06,4,1355,5.8,173.56
"1","Warehouse_HOU","Chicago","DHL","Saturday",2023-10-21,2023-11-03,13,2201,31,346.62
"0","Warehouse_BOS","Atlanta","USPS","Monday",2023-10-16,2023-10-17,1,122,58.5,83.51
"1","Warehouse_MIA","Denver","Amazon Logistics","Wednesday",2023-10-04,2023-10-06,2,860,18.3,119.1
"0","Warehouse_HOU","Detroit","Amazon Logistics","Saturday",2023-08-19,2023-08-24,5,1115,38.1,172.76
"0","Warehouse_MIA","San Francisco","DHL","Saturday",2023-05-06,2023-05-10,4,1527,42.5,287
"0","Warehouse_SEA","Atlanta","Amazon Logistics","Monday",2023-10-16,2023-10-19,3,1098,15.2,160.36
"0","Warehouse_MIA","Los Angeles","OnTrac","Saturday",2023-08-05,2023-08-11,6,2447,23.4,311.04
"0","Warehouse_BOS","Los Angeles","UPS","Thursday",2023-01-12,2023-01-17,5,1114,31.7,195.68
"0","Warehouse_NYC","Dallas","USPS","Thursday",2023-01-12,2023-01-15,3,759,16.3,105.67
"0","Warehouse_SEA","Dallas","USPS","Tuesday",2023-03-14,2023-03-19,5,2176,34,267.21
"0","Warehouse_MIA","Dallas","Amazon Logistics","Tuesday",2023-12-19,2023-12-22,3,287,10,60.18
"0","Warehouse_LA","New York","UPS","Tuesday",2023-11-07,2023-11-11,4,1356,17.4,250.16
"0","Warehouse_DEN","Atlanta","OnTrac","Tuesday",2023-10-24,2023-10-26,2,737,20,113.54
"0","Warehouse_SF","Phoenix","Amazon Logistics","Wednesday",2023-07-12,2023-07-15,3,1189,11.5,148.69
"0","Warehouse_CHI","Denver","DHL","Monday",2023-12-11,2023-12-14,3,1000,35.1,226.64
"0","Warehouse_LA","Minneapolis","LaserShip","Monday",2023-10-16,2023-10-22,6,2156,32.3,304.81
"0","Warehouse_MIA","Miami","UPS","Sunday",2023-07-16,2023-07-18,2,916,38.4,177.3
"1","Warehouse_SF","Seattle","USPS","Friday",2023-07-28,2023-08-09,12,450,71.9,123.54
"0","Warehouse_CHI","New York","OnTrac","Friday",2023-12-15,2023-12-19,4,1474,10.7,219.96
"0","Warehouse_NYC","Seattle","OnTrac","Saturday",2023-03-25,2023-03-31,6,986,27.4,197.9
"1","Warehouse_BOS","Detroit","DHL","Friday",2023-06-16,2023-07-05,19,1989,23.1,323.18
"0","Warehouse_SEA","Houston","LaserShip","Thursday",2023-03-09,2023-03-14,5,1713,8.2,212.27
"0","Warehouse_MIA","Portland","LaserShip","Thursday",2023-12-07,2023-12-09,2,594,30.1,122.82
"0","Warehouse_NYC","Phoenix","FedEx","Friday",2023-12-22,2023-12-27,5,2151,12.6,367.26
"0","Warehouse_CHI","Boston","Amazon Logistics","Thursday",2023-02-09,2023-02-13,4,989,33.4,160.62
"0","Warehouse_ATL","Denver","UPS","Thursday",2023-12-21,2023-12-22,1,250,17.3,70.13
"0","Warehouse_LA","Boston","OnTrac","Wednesday",2023-05-24,2023-05-27,3,378,39.6,95.86
"0","Warehouse_CHI","Detroit","Amazon Logistics","Wednesday",2023-09-27,2023-09-28,1,283,58.9,105.74
"0","Warehouse_BOS","Detroit","DHL","Saturday",2023-09-09,2023-09-12,3,1387,66.7,268.34
"0","Warehouse_SEA","Houston","FedEx","Tuesday",2023-04-04,2023-04-10,6,2228,7,303.42
"0","Warehouse_DEN","Atlanta","LaserShip","Friday",2023-05-19,2023-05-24,5,2067,49.9,288.11
"1","Warehouse_HOU","Detroit","USPS","Monday",2023-09-04,2023-09-10,6,881,7.2,197.9
"0","Warehouse_SF","Boston","USPS","Thursday",2023-08-24,2023-08-27,3,1021,8.8,132.34
"0","Warehouse_MIA","Minneapolis","LaserShip","Thursday",2023-09-28,2023-10-01,3,1420,14.5,183.23
"0","Warehouse_SF","Los Angeles","OnTrac","Tuesday",2023-04-25,2023-04-27,2,752,10.6,110.85
"0","Warehouse_ATL","Atlanta","USPS","Saturday",2023-11-25,2023-11-27,2,398,22.1,93
"0","Warehouse_DEN","Miami","Amazon Logistics","Monday",2023-04-17,2023-04-22,5,1237,15.3,157.36
"0","Warehouse_DEN","Miami","OnTrac","Monday",2023-01-30,2023-02-03,4,1651,16.2,230.74
"0","Warehouse_LA","Miami","Amazon Logistics","Sunday",2023-12-31,2024-01-04,4,1658,37,306.42
"0","Warehouse_MIA","Denver","USPS","Monday",2023-12-11,2023-12-17,6,1829,42.7,319.58
"0","Warehouse_NYC","Houston","DHL","Friday",2023-02-03,2023-02-08,5,1879,7.4,252.34
"1","Warehouse_HOU","Detroit","Amazon Logistics","Thursday",2023-08-17,2023-08-22,5,454,23.4,89.92
"0","Warehouse_NYC","Minneapolis","Amazon Logistics","Saturday",2023-05-06,2023-05-07,1,197,34.9,61.85
"0","Warehouse_DEN","Chicago","OnTrac","Wednesday",2023-05-24,2023-05-29,5,1325,8.1,174.87
"0","Warehouse_LA","Portland","FedEx","Wednesday",2023-11-08,2023-11-14,6,1538,6.2,268.27
"0","Warehouse_SF","Chicago","OnTrac","Thursday",2023-01-05,2023-01-10,5,1077,14,151.05
"1","Warehouse_HOU","Miami","DHL","Monday",2023-11-06,2023-11-10,4,638,10,118.15
"0","Warehouse_SF","Boston","USPS","Sunday",2023-11-19,2023-11-28,9,1947,43.6,304.3
"0","Warehouse_DEN","Atlanta","Amazon Logistics","Thursday",2023-06-22,2023-06-27,5,1074,16.1,143
"0","Warehouse_ATL","Chicago","LaserShip","Monday",2023-06-12,2023-06-15,3,587,21.3,91.45
"0","Warehouse_LA","Seattle","USPS","Wednesday",2023-03-22,2023-03-26,4,1135,66.3,204.27
"0","Warehouse_MIA","Atlanta","OnTrac","Tuesday",2023-02-21,2023-02-24,3,746,5.9,103.51
"1","Warehouse_BOS","Boston","USPS","Tuesday",2023-10-03,2023-10-07,4,1675,28.9,227.91
"0","Warehouse_LA","Boston","USPS","Tuesday",2023-10-31,2023-11-07,7,1636,32.4,226.41
"0","Warehouse_HOU","San Francisco","USPS","Thursday",2023-01-19,2023-01-26,7,2490,53,322.97
"1","Warehouse_MIA","Portland","USPS","Sunday",2023-04-30,2023-05-13,13,1433,37,211.45
"1","Warehouse_ATL","Detroit","OnTrac","Monday",2023-05-15,2023-05-17,2,775,33.8,134.61
"0","Warehouse_HOU","San Francisco","OnTrac","Tuesday",2023-08-22,2023-08-28,6,1393,12.3,190.39
"0","Warehouse_LA","Los Angeles","DHL","Thursday",2023-02-02,2023-02-08,6,2499,15.5,351.5
"0","Warehouse_ATL","Phoenix","OnTrac","Thursday",2023-05-25,2023-05-28,3,680,29.2,126.94
"1","Warehouse_CHI","Houston","DHL","Tuesday",2023-02-28,2023-03-07,7,2190,39.9,36.45
"0","Warehouse_LA","Los Angeles","DHL","Thursday",2023-07-27,2023-08-02,6,1899,24.6,295.52
"0","Warehouse_ATL","Phoenix","FedEx","Wednesday",2023-02-22,2023-02-27,5,2166,27.4,336.51
"0","Warehouse_CHI","Dallas","OnTrac","Sunday",2023-08-27,2023-08-30,3,520,9.9,67.66
"0","Warehouse_DEN","New York","Amazon Logistics","Monday",2023-01-30,2023-02-01,2,715,16.2,106.95
"0","Warehouse_SEA","Detroit","DHL","Monday",2023-05-15,2023-05-17,2,369,16.2,75.07
"0","Warehouse_NYC","Los Angeles","FedEx","Friday",2023-08-18,2023-08-20,2,846,5.3,107.55
"0","Warehouse_LA","Boston","Amazon Logistics","Tuesday",2023-08-29,2023-09-01,3,905,23.7,137.37
"0","Warehouse_BOS","Los Angeles","DHL","Saturday",2023-12-02,2023-12-04,2,171,5.6,36.1
"0","Warehouse_MIA","Minneapolis","DHL","Saturday",2023-02-18,2023-02-24,6,2222,8.9,296.47
"0","Warehouse_SEA","Miami","FedEx","Wednesday",2023-02-08,2023-02-14,6,2462,27.2,375.67
"0","Warehouse_ATL","Minneapolis","OnTrac","Thursday",2023-07-06,2023-07-11,5,1529,9.7,191.62
"0","Warehouse_BOS","Miami","UPS","Sunday",2023-04-30,2023-05-05,5,1912,3,237.95
"0","Warehouse_LA","New York","LaserShip","Sunday",2023-12-17,2023-12-20,3,1194,60.3,272.78
"1","Warehouse_CHI","Detroit","UPS","Saturday",2023-12-09,2023-12-20,11,283,10.3,197.9
"0","Warehouse_SF","Portland","LaserShip","Sunday",2023-06-11,2023-06-17,6,1916,34.3,296.22
"0","Warehouse_MIA","Denver","UPS","Saturday",2023-04-08,2023-04-13,5,504,34.2,113.11
"0","Warehouse_SEA","Chicago","Amazon Logistics","Tuesday",2023-08-01,2023-08-09,8,2442,70.5,367.67
"0","Warehouse_LA","Seattle","LaserShip","Monday",2023-03-27,2023-04-01,5,1135,13.1,162.21
"0","Warehouse_CHI","Phoenix","LaserShip","Monday",2023-10-30,2023-11-04,5,1815,26.5,254.13
"0","Warehouse_ATL","Seattle","DHL","Monday",2023-11-27,2023-11-30,3,997,18.6,202.15
"0","Warehouse_LA","Phoenix","Amazon Logistics","Monday",2023-02-27,2023-03-01,2,373,32.6,89.42
"0","Warehouse_MIA","Chicago","FedEx","Wednesday",2023-12-06,2023-12-13,7,1993,9,352.78
"0","Warehouse_NYC","San Francisco","LaserShip","Friday",2023-05-05,2023-05-12,7,2423,19.4,322.16
"0","Warehouse_BOS","Dallas","LaserShip","Tuesday",2023-05-23,2023-05-27,4,1732,4.7,228.78
"0","Warehouse_MIA","Portland","USPS","Thursday",2023-06-29,2023-07-01,2,928,15.9,119.24
"0","Warehouse_SEA","Detroit","FedEx","Thursday",2023-04-06,2023-04-10,4,1521,16,220.43
"0","Warehouse_ATL","Detroit","Amazon Logistics","Saturday",2023-08-05,2023-08-12,7,2178,11.4,263.34
"1","Warehouse_HOU","Atlanta","OnTrac","Saturday",2023-06-03,2023-06-17,14,800,43.6,155.15
"0","Warehouse_DEN","Boston","LaserShip","Wednesday",2023-08-23,2023-08-28,5,2201,45.5,293.95
"0","Warehouse_SF","Phoenix","USPS","Wednesday",2023-05-17,2023-05-18,1,117,18.3,31.27
"0","Warehouse_ATL","Boston","DHL","Thursday",2023-06-15,2023-06-20,5,1739,29.2,280.92
"1","Warehouse_MIA","Atlanta","FedEx","Wednesday",2023-04-05,2023-04-21,16,1123,81.9,247.05
"0","Warehouse_SF","Chicago","LaserShip","Sunday",2023-04-16,2023-04-17,1,421,43.5,111.47
"0","Warehouse_SF","Seattle","UPS","Monday",2023-02-13,2023-02-19,6,916,12.5,119.12
"0","Warehouse_NYC","San Francisco","USPS","Saturday",2023-05-20,2023-05-26,6,2202,21.5,271.82
"0","Warehouse_NYC","Boston","OnTrac","Thursday",2023-08-31,2023-09-02,2,215,19,46.94
"0","Warehouse_SEA","Seattle","OnTrac","Friday",2023-11-24,2023-11-27,3,371,53.8,121.01
"1","Warehouse_SF","Seattle","Amazon Logistics","Thursday",2023-03-16,2023-03-30,14,378,21.6,73.32
"0","Warehouse_SEA","Chicago","FedEx","Saturday",2023-09-23,2023-10-01,8,1456,14.8,215.86
"1","Warehouse_LA","Chicago","FedEx","Sunday",2023-10-08,2023-10-18,10,1114,10.7,170.69
"0","Warehouse_DEN","Portland","UPS","Friday",2023-06-16,2023-06-20,4,1417,42,218.32
"0","Warehouse_SEA","Houston","DHL","Friday",2023-05-05,2023-05-10,5,1402,19,224.15
"0","Warehouse_LA","Atlanta","DHL","Saturday",2023-03-25,2023-03-26,1,178,18.4,46.71
"0","Warehouse_DEN","Houston","UPS","Sunday",2023-01-29,2023-02-03,5,1575,16,205.32
"0","Warehouse_NYC","Atlanta","USPS","Saturday",2023-09-23,2023-09-30,7,870,13.9,107.12
"0","Warehouse_ATL","Portland","Amazon Logistics","Thursday",2023-04-06,2023-04-13,7,1995,6.3,258.52
"0","Warehouse_DEN","Portland","USPS","Friday",2023-01-27,2023-01-29,2,606,20,92.89
"0","Warehouse_NYC","Minneapolis","OnTrac","Monday",2023-05-15,2023-05-18,3,433,30.8,84.89
"0","Warehouse_SEA","Portland","DHL","Thursday",2023-11-09,2023-11-13,4,755,38.8,192.95
"0","Warehouse_CHI","Portland","LaserShip","Saturday",2023-02-25,2023-03-02,5,1580,69.7,267.92
"0","Warehouse_ATL","Los Angeles","USPS","Wednesday",2023-06-14,2023-06-19,5,1464,45.3,234.57
"1","Warehouse_HOU","Minneapolis","Amazon Logistics","Tuesday",2023-10-10,2023-10-29,19,2299,43.7,350.82
"0","Warehouse_CHI","Miami","Amazon Logistics","Wednesday",2023-03-01,2023-03-07,6,1350,16.4,178.38
"0","Warehouse_HOU","Los Angeles","USPS","Saturday",2023-06-24,2023-06-25,1,386,7,49.21
"0","Warehouse_BOS","Portland","UPS","Sunday",2023-07-02,2023-07-10,8,1899,13,250.6
"0","Warehouse_LA","Portland","LaserShip","Sunday",2023-08-20,2023-08-24,4,787,40.5,155.06
"0","Warehouse_NYC","Portland","LaserShip","Friday",2023-05-26,2023-06-01,6,2388,50.6,328.01
"0","Warehouse_ATL","Dallas","Amazon Logistics","Saturday",2023-07-29,2023-08-03,5,2347,35.4,301.47
"0","Warehouse_SF","San Francisco","FedEx","Tuesday",2023-11-14,2023-11-19,5,1364,9.7,228.09
"0","Warehouse_LA","Seattle","UPS","Monday",2023-02-27,2023-03-02,3,1135,7.2,137.16
"0","Warehouse_CHI","Boston","OnTrac","Saturday",2023-03-11,2023-03-18,7,2200,10.7,290.55
"0","Warehouse_CHI","Denver","FedEx","Friday",2023-04-21,2023-04-27,6,1000,19.5,150.02
"0","Warehouse_BOS","Chicago","UPS","Friday",2023-05-05,2023-05-08,3,701,11.7,99.97
"0","Warehouse_NYC","Detroit","DHL","Wednesday",2023-04-12,2023-04-16,4,1883,28.8,325.2
"0","Warehouse_BOS","Detroit","UPS","Friday",2023-06-30,2023-07-06,6,2424,7,296.15
"1","Warehouse_SF","New York","FedEx","Monday",2023-05-01,2023-05-09,8,2059,48.9,354.59
"1","Warehouse_SEA","Portland","OnTrac","Thursday",2023-06-15,2023-06-24,9,1857,108.8,368.09
"0","Warehouse_MIA","Atlanta","USPS","Saturday",2023-11-04,2023-11-09,5,152,12.2,37.96
"0","Warehouse_HOU","Denver","OnTrac","Monday",2023-08-14,2023-08-17,3,1030,17.3,146.14
"0","Warehouse_SF","Denver","FedEx","Sunday",2023-05-21,2023-05-24,3,854,19.4,143.96
"0","Warehouse_SEA","Portland","USPS","Tuesday",2023-04-25,2023-04-26,1,101,22.8,36.24
"0","Warehouse_HOU","Boston","LaserShip","Sunday",2023-12-31,2024-01-05,5,2353,27.4,392.67
"0","Warehouse_HOU","Los Angeles","USPS","Thursday",2023-07-13,2023-07-16,3,1382,17.7,170.71
"1","Warehouse_DEN","Boston","DHL","Saturday",2023-06-24,2023-07-08,14,975,38.5,174.45
"0","Warehouse_LA","Denver","USPS","Monday",2023-07-03,2023-07-07,4,1453,15.2,181.08
"0","Warehouse_ATL","Boston","USPS","Saturday",2023-09-30,2023-10-30,30,2279,25.2,295.59
"0","Warehouse_HOU","New York","FedEx","Thursday",2023-06-08,2023-06-13,5,835,11.8,116.39
"0","Warehouse_LA","Miami","OnTrac","Saturday",2023-06-03,2023-06-07,4,1035,8.7,124.66
"0","Warehouse_DEN","San Francisco","USPS","Monday",2023-04-03,2023-04-07,4,202,226.6,44.83
"0","Warehouse_CHI","Minneapolis","Amazon Logistics","Saturday",2023-08-19,2023-08-21,2,226,14.3,44.86
"0","Warehouse_HOU","Miami","FedEx","Saturday",2023-11-18,2023-11-24,6,2194,47.6,434.73
"0","Warehouse_HOU","Phoenix","Amazon Logistics","Sunday",2023-11-05,2023-11-16,11,1865,22.5,320.2
"0","Warehouse_CHI","Denver","FedEx","Monday",2023-04-03,2023-04-07,4,1000,19.1,159.14
"0","Warehouse_BOS","Minneapolis","USPS","Friday",2023-03-24,2023-03-29,5,892,58.8,177.73
"0","Warehouse_SF","Phoenix","LaserShip","Tuesday",2023-10-24,2023-11-01,8,2356,32,301.33
"0","Warehouse_DEN","Miami","LaserShip","Tuesday",2023-12-05,2023-12-06,1,165,5,33.88
"0","Warehouse_MIA","Miami","FedEx","Sunday",2023-05-07,2023-05-09,2,403,0.2,88.88
"0","Warehouse_LA","Phoenix","OnTrac","Tuesday",2023-08-01,2023-08-03,2,373,9.7,60.27
"0","Warehouse_LA","New York","DHL","Tuesday",2023-04-18,2023-04-22,4,1462,29.8,248.19
"0","Warehouse_SF","Minneapolis","USPS","Saturday",2023-01-28,2023-02-04,7,1715,15.7,199.62
"0","Warehouse_NYC","Detroit","OnTrac","Sunday",2023-02-19,2023-02-24,5,2033,55,282.54
"1","Warehouse_MIA","Phoenix","Amazon Logistics","Sunday",2023-12-03,2023-12-21,18,1430,31.4,226.08
"0","Warehouse_ATL","Dallas","LaserShip","Thursday",2023-09-28,2023-10-02,4,1309,54.2,240.9
"0","Warehouse_HOU","Boston","USPS","Monday",2023-08-28,2023-09-02,5,942,54.6,185.97
"1","Warehouse_LA","Seattle","USPS","Tuesday",2023-12-26,2024-01-03,8,1135,46.8,230.72
"0","Warehouse_SF","Portland","USPS","Saturday",2023-08-26,2023-08-30,4,1070,36.7,163.14
"0","Warehouse_ATL","San Francisco","UPS","Thursday",2023-05-18,2023-05-23,5,2032,20.9,267.89
"0","Warehouse_NYC","Portland","FedEx","Thursday",2023-04-06,2023-04-12,6,2132,6.6,297.63
"1","Warehouse_ATL","Seattle","LaserShip","Monday",2023-11-06,2023-11-09,3,1030,12.4,167.33
"0","Warehouse_BOS","Dallas","LaserShip","Thursday",2023-08-03,2023-08-08,5,1360,20.2,197.9
"0","Warehouse_DEN","Phoenix","Amazon Logistics","Friday",2023-11-03,2023-11-06,3,645,40.3,158.18
"1","Warehouse_SF","Denver","USPS","Friday",2023-10-20,2023-11-06,17,2179,12.4,256.57
"0","Warehouse_SEA","Chicago","DHL","Saturday",2023-02-18,2023-02-20,2,368,22.2,83.4
"0","Warehouse_SF","Phoenix","USPS","Sunday",2023-04-30,2023-05-05,5,1225,24.6,171.1
"0","Warehouse_LA","Phoenix","OnTrac","Sunday",2023-07-16,2023-07-17,1,373,94,143.2
"0","Warehouse_ATL","Denver","FedEx","Thursday",2023-10-05,2023-10-10,5,2161,59.3,388.44
"0","Warehouse_BOS","Seattle","UPS","Monday",2023-06-05,2023-06-07,2,610,13.1,85.44
"0","Warehouse_SEA","Los Angeles","FedEx","Saturday",2023-07-15,2023-07-18,3,847,20,140.66
"0","Warehouse_SEA","Minneapolis","Amazon Logistics","Wednesday",2023-06-28,2023-07-06,8,2256,49.4,333.09
"0","Warehouse_DEN","Minneapolis","OnTrac","Friday",2023-10-20,2023-10-24,4,1324,23.5,194.11
"0","Warehouse_CHI","Chicago","USPS","Wednesday",2023-05-31,2023-06-05,5,2467,85.1,391.46
"0","Warehouse_LA","Denver","LaserShip","Wednesday",2023-05-24,2023-05-28,4,1801,41.4,251.14
"0","Warehouse_SF","Seattle","FedEx","Tuesday",2023-09-12,2023-09-15,3,559,5.3,76.55
"0","Warehouse_CHI","Chicago","UPS","Sunday",2023-02-26,2023-02-28,2,962,122.7,288.29
"0","Warehouse_BOS","Los Angeles","OnTrac","Saturday",2023-05-13,2023-05-18,5,2429,24.4,321.82
"0","Warehouse_SF","Detroit","UPS","Wednesday",2023-06-07,2023-06-12,5,2102,6.1,279.81
"0","Warehouse_HOU","New York","DHL","Sunday",2023-10-15,2023-10-18,3,914,18.1,148.79
"0","Warehouse_DEN","Miami","OnTrac","Sunday",2023-03-19,2023-03-24,5,1843,3.5,215.07
"0","Warehouse_LA","Detroit","UPS","Tuesday",2023-03-21,2023-03-23,2,878,15.8,132.3
"0","Warehouse_SEA","Portland","FedEx","Monday",2023-06-19,2023-06-24,5,816,40.7,168.17
"0","Warehouse_ATL","Miami","DHL","Sunday",2023-10-22,2023-10-30,8,2414,33.7,402.35
"0","Warehouse_LA","Chicago","OnTrac","Sunday",2023-04-30,2023-05-01,1,391,27,79.51
"0","Warehouse_BOS","Seattle","FedEx","Monday",2023-06-19,2023-06-25,6,757,9.7,119.44
"0","Warehouse_MIA","Portland","FedEx","Monday",2023-03-27,2023-04-05,9,2488,12.8,331.5
"0","Warehouse_DEN","Detroit","OnTrac","Saturday",2023-10-21,2023-10-26,5,2188,6.3,282.62
"0","Warehouse_CHI","Minneapolis","USPS","Wednesday",2023-07-12,2023-07-15,3,1547,23.1,204.7
"0","Warehouse_SEA","Atlanta","FedEx","Tuesday",2023-08-01,2023-08-03,2,224,10.3,47.05
"0","Warehouse_BOS","Houston","DHL","Tuesday",2023-11-07,2023-11-10,3,747,73.9,268.7
"1","Warehouse_DEN","Miami","USPS","Wednesday",2023-08-09,2023-08-12,3,1552,47.3,215.93
"0","Warehouse_HOU","Detroit","OnTrac","Saturday",2023-09-02,2023-09-08,6,2410,30.5,322.75
"0","Warehouse_SF","Denver","UPS","Thursday",2023-11-02,2023-11-03,1,395,14.7,81.27
"0","Warehouse_SEA","San Francisco","DHL","Saturday",2023-01-21,2023-01-24,3,1462,12.6,201.27
"0","Warehouse_NYC","Portland","OnTrac","Wednesday",2023-03-22,2023-03-26,4,1399,28.8,183.25
"0","Warehouse_NYC","Seattle","FedEx","Monday",2023-05-01,2023-05-06,5,1025,45.7,206.4
"0","Warehouse_SEA","New York","OnTrac","Tuesday",2023-03-14,2023-03-15,1,118,24.3,45.64
"0","Warehouse_DEN","Phoenix","Amazon Logistics","Tuesday",2023-12-26,2023-12-29,3,1226,22.5,199.07
"1","Warehouse_LA","Portland","OnTrac","Thursday",2023-12-07,2023-12-21,14,2192,48.8,347.95
"0","Warehouse_NYC","Chicago","UPS","Saturday",2023-04-29,2023-05-01,2,790,7.9,99.83
"1","Warehouse_SF","Denver","UPS","Thursday",2023-10-26,2023-11-05,10,2072,34,316.69
"0","Warehouse_ATL","New York","UPS","Thursday",2023-03-02,2023-03-05,3,1073,21.9,174.25
"0","Warehouse_DEN","San Francisco","Amazon Logistics","Saturday",2023-02-04,2023-02-07,3,255,17.9,54.51
"0","Warehouse_DEN","Detroit","UPS","Friday",2023-10-27,2023-10-30,3,865,7.9,111.49
"0","Warehouse_ATL","Los Angeles","FedEx","Monday",2023-04-17,2023-04-23,6,1317,5.1,175.6
"0","Warehouse_MIA","Portland","USPS","Tuesday",2023-05-30,2023-06-01,2,645,13.1,82.17
"0","Warehouse_NYC","Chicago","USPS","Sunday",2023-05-28,2023-05-30,2,790,19.5,122.68
"0","Warehouse_SEA","New York","OnTrac","Sunday",2023-04-23,2023-04-26,3,1172,12.1,147.53
"0","Warehouse_CHI","Atlanta","OnTrac","Monday",2023-07-31,2023-08-04,4,1711,24.6,231.44
"0","Warehouse_HOU","Dallas","OnTrac","Monday",2023-03-13,2023-03-18,5,2345,17.7,325.61
"0","Warehouse_LA","Los Angeles","DHL","Saturday",2023-07-08,2023-07-10,2,128,61.4,111.25
"0","Warehouse_SF","San Francisco","FedEx","Wednesday",2023-01-18,2023-01-24,6,2044,13.6,260.65
"1","Warehouse_HOU","Miami","FedEx","Saturday",2023-10-28,2023-11-13,16,1715,14.7,224.05
"0","Warehouse_ATL","Phoenix","DHL","Tuesday",2023-12-19,2023-12-23,4,1880,7.4,323.36
"0","Warehouse_NYC","Houston","OnTrac","Tuesday",2023-07-04,2023-07-10,6,1870,16.2,245.98
"0","Warehouse_NYC","Portland","LaserShip","Thursday",2023-07-06,2023-07-10,4,1227,6.2,139.44
"0","Warehouse_HOU","San Francisco","OnTrac","Tuesday",2023-05-16,2023-05-23,7,2321,15.7,318.84
"0","Warehouse_DEN","Atlanta","USPS","Wednesday",2023-07-12,2023-07-16,4,1393,30.2,197.9
"0","Warehouse_ATL","Atlanta","FedEx","Friday",2023-07-21,2023-07-29,8,2464,32.8,360.03
"0","Warehouse_MIA","Detroit","DHL","Sunday",2023-04-16,2023-04-18,2,476,29.5,110.42
"0","Warehouse_NYC","Phoenix","OnTrac","Friday",2023-09-01,2023-09-05,4,1423,16.7,203.66
"1","Warehouse_SEA","San Francisco","FedEx","Tuesday",2023-05-09,2023-05-24,15,2126,16.6,285.36
"0","Warehouse_DEN","San Francisco","LaserShip","Friday",2023-10-13,2023-10-17,4,1731,17,245.26
"0","Warehouse_LA","Denver","Amazon Logistics","Wednesday",2023-09-20,2023-09-22,2,619,30.5,115.38
"0","Warehouse_MIA","Minneapolis","DHL","Thursday",2023-05-25,2023-05-30,5,2208,17.7,326.9
"0","Warehouse_CHI","Dallas","USPS","Sunday",2023-04-23,2023-04-27,4,1021,11.6,135.55
"0","Warehouse_BOS","Detroit","OnTrac","Thursday",2023-05-11,2023-05-19,8,2216,34.6,319.66
"0","Warehouse_BOS","Denver","DHL","Thursday",2023-02-23,2023-03-01,6,1724,35.3,314.52
"0","Warehouse_SF","Los Angeles","USPS","Friday",2023-04-21,2023-04-27,6,2362,5.3,263.08
"0","Warehouse_MIA","Detroit","OnTrac","Monday",2023-03-27,2023-04-01,5,2360,32.1,323.03
"0","Warehouse_ATL","Boston","OnTrac","Saturday",2023-03-04,2023-03-10,6,2450,17.1,302.85
"0","Warehouse_HOU","Boston","Amazon Logistics","Monday",2023-05-01,2023-05-05,4,1642,7.5,208.84
"0","Warehouse_HOU","New York","USPS","Monday",2023-02-20,2023-02-27,7,1548,89.4,267.14
"1","Warehouse_HOU","Seattle","Amazon Logistics","Wednesday",2023-12-27,2024-01-08,12,2305,16.7,336.83
"0","Warehouse_MIA","Chicago","FedEx","Thursday",2023-05-11,2023-05-15,4,1657,17.8,263.77
"0","Warehouse_NYC","Minneapolis","UPS","Thursday",2023-09-28,2023-10-03,5,1855,19.8,253.63
"0","Warehouse_NYC","Seattle","USPS","Saturday",2023-11-18,2023-11-22,4,1360,35.9,220.77
"0","Warehouse_SF","Portland","FedEx","Wednesday",2023-08-09,2023-08-10,1,139,27.9,59.52
"0","Warehouse_LA","Portland","USPS","Tuesday",2023-11-21,2023-11-24,3,1023,82.7,243.19
"0","Warehouse_SEA","Miami","Amazon Logistics","Sunday",2023-06-25,2023-07-01,6,2104,39.1,273.41
"1","Warehouse_SF","Dallas","Amazon Logistics","Friday",2023-01-06,2023-01-08,2,116,26.2,48.64
"0","Warehouse_MIA","Denver","LaserShip","Monday",2023-12-25,2023-12-30,5,1809,20.4,281.08
"0","Warehouse_BOS","Detroit","USPS","Sunday",2023-10-15,2023-10-18,3,1478,4.8,173.28
"0","Warehouse_BOS","Portland","USPS","Thursday",2023-04-20,2023-04-26,6,1811,6.4,219.55
"0","Warehouse_HOU","Miami","LaserShip","Wednesday",2023-06-28,2023-07-02,4,1145,25.4,171.77
"0","Warehouse_SF","Los Angeles","LaserShip","Thursday",2023-11-02,2023-11-07,5,2106,15.2,322.73
"0","Warehouse_SF","Houston","UPS","Saturday",2023-11-04,2023-11-06,2,629,19.5,123.49
"0","Warehouse_ATL","Portland","FedEx","Tuesday",2023-08-08,2023-08-12,4,1809,25.1,296.48
"1","Warehouse_ATL","Dallas","DHL","Monday",2023-02-27,2023-03-17,18,2462,25,381.58
"0","Warehouse_HOU","Detroit","OnTrac","Sunday",2023-08-27,2023-08-30,3,503,5.3,73
"0","Warehouse_HOU","Houston","USPS","Thursday",2023-03-16,2023-03-20,4,1460,52,229.42
"0","Warehouse_NYC","Dallas","Amazon Logistics","Sunday",2023-01-15,2023-01-21,6,1518,27.4,197.9
"0","Warehouse_DEN","Denver","Amazon Logistics","Thursday",2023-09-07,2023-09-09,2,491,38.9,101.69
"1","Warehouse_MIA","Detroit","OnTrac","Saturday",2023-02-18,2023-02-28,10,464,12.6,77.29
"1","Warehouse_ATL","Minneapolis","Amazon Logistics","Tuesday",2023-08-01,2023-08-15,14,1521,79.6,197.9
